sku,MYOB-code,MYOB-Item Name,Units On Hand,Total Value,Average Cost,Current Price
CMZ8GX3M2A1600C8,ME-843591011358,CORSAIR CMZ8GX3M2A1600C8,0,0,0,119
CMZ16GX3M4A1600C9,ME-843591011372,CORSAIR CMZ16GX3M4A1600C9,0,0,0,45
CMZ8GX3M2A1600C9B,ME-843591012270,CORSAIR CMZ8GX3M2A1600C9B,0,0,0,79
CMZ16GX3M4A1600C9B,ME-843591012348,CORSAIR CMZ16GX3M4A1600C9B,0,0,0,199
CML16GX3M4A1600C9B,ME-843591014373,CORSAIR CML16GX3M4A1600C9B,0,0,0,119
CML16GX3M2A1600C10,ME-843591022408,"CORSAIR D3, CML16GX3M2A1600C10",0,0,0,199
CMD32GX3M4A1600C9,ME-843591024884,"CORSAIR CMD32GX3M4A1600C9, 32G",0,0,0,45
CMZ16GX3M2A1600C10,ME-843591024983,CORSAIR 16G CMZ16GX3M2A1600C10,0,0,0,45
CMV8GX3M1A1600C11,ME-843591036061,"CORSAIR CMV8GX3M1A1600C11, 8GB",0,0,0,45
CMV16GX3M2A1600C11,ME-843591036078,CORSAIR CMV16GX3M2A1600C11 2*8,0,0,0,79
CML16GX3M2A1600C9,ME-843591036733,CORSAIR CML16GX3M2A1600C9 2*8G,0,0,0,45
CMD16GX3M2A2133C9,ME-843591039185,CORSAIR CMD16GX3M2A2133C9 16GB,0,0,0,79
CMY16GX3M2A1600C9,ME-843591041904,CORSAIR 16GB CMY16GX3M2A1600C9,0,0,0,45
CMSO8GX3M2C1600C11,ME-843591044974,CORSAIR CMSO8GX3M2C1600C11 8G,0,0,0,65
GS-F3-17000CL11Q-16GBXL,ME-848354007364,GSKILL GS-F3-17000CL11Q-16GBXL,0,0,0,79
DS40,ME-870584003793,CORSAIR VS1GSDS400 SODIMM,2,65.4,32.7,69
KVR1333D3N9/8G,ME-DDR3-1333-8GB KST,KST KVR1333D3N9/8GB RAM,0,0,0,59
KVR13E9/8I,ME-DDR3-1333-8G-ECC,KST KVR13E9/8I 8GB 1333 D3 ECC,1,104.23,104.23,79
KVR16N11/8,ME-DDR3-1600 8G N-ECC,KVR16N11/8 8GB 1600M DDR3 N-EC,0,0,0,79
KVR16R11D4/16KF,ME-DDR3-1600-16G,KVR16R11D4/16KF ECC DDR3 16GB,2,348,174,44
KVR16N11S8/4,ME-DDR3-1600-4G,KVR16N11S8/4 4GB 1600 DDR3 N-E,3,103.75,34.58,44
KVR16LN11/8,ME-DDR3-1600-8G-KVR,KVR16LN11/8 8GB 1600 DDR3L N-E,8,584,73,79
KVR16E11S8/4I,ME-DDR3-1600-E11S8/4I,KVR16E11S8/4I 4GB 1600 DDR3 EC,12,651.98,54.33,44
KVR16LN11/4,ME-DDR3-KVR16LN11/4G,KST KVR16LN11/4 4GB DDR3L N-EC,0,0,0,44
TS1600KLH11W-4G,ME-DDR3L-1600-4G-T,TRANS TS1600KLH11W-4G DDR3L,15,566.19,37.75,79
KVR16LS11/4,ME-NB-DDR3-1600-4G-CL11,KVR16LS11/4 4GB DDR3 1600 CL11,19,703,37,59
TS1600KSH11W-8G,ME-NB-DDR3-1600-8GB,TRANS DDR3 8GB TS1600KSH11W-8G,6,457.97,76.33,59
TS1600KSH11W-4G,ME-NB-DDR3L-1600-4GB,TRANS 4GB TS1600KSH11W-4G,0,0,0,45.55
V5-573-54204G50AMM,NB-4712196860103,ACER ASPIRE V5-573-54204G50AMM,0,0,0,1049
X550LD-XO157H,NB-4716659678755,ASUS X550LD-XO157H I5-4200U,1,700,700,1049
CHROMEBOX-M039U,NB-4716659729341,"ASUS CHROMEBOX-M039U 2955U,2G,",0,0,0,1049
BT1AD-1YI5-4,NB-4716659745211,"ASUS BT1AD-1YI5-4 I5,4G,500G",0,0,0,1049
3BE-070AU,NB-824142016138,"MSI GX70 3BE-070AU 17.3""",0,0,0,979
2PC-630AU,NB-824142021439,"MSI CX61 2PC-630AU I7,15.6"",",0,0,0,979
SM-T800NTSAXSA-CH,NB-8806086345095,SAM SM-T800NTSAXSA-CHTAB S 10.,1,485,485,1049
2394A84,NB-887263550523,LENOVO T530 2394A84-P W7P,0,0,0,979
68853BM,NB-887770700350,LENOVO EDGE E531 68853BM I3,0,0,0,1049
F3K30PA,NB-888182110713,"HP 450(F3K30PA) I5,15.6"", 8G,",17,12862.24,756.6,979
F6D46PA,NB-888182288405,HP 15-D015TU (F6D46PA) I3-3110,0,0,0,1049
F8Z12PA,NB-888182367650,"HP 250 G2(F8Z12PA#ABG) 1000M,",3,1065,355,979
F8Z13PA,NB-888182371930,"HP 248 G1(F8Z13PA), I5-4200U",0,0,0,1049
G0R80PA,NB-888182454817,HP 250 G2(G0R80PA#ABG) I3-3110,0,0,0,1049
G6G28PA,NB-888182797051,"HP 250(G6G28PA) I3-3110M,4G,50",5,2316.37,463.27,979
20C6A01UAU,NB-888440160801,LENOV E540(20C6A01UAU) I7-4702,0,0,0,1049
J8K61PA,NB-888793437315,"HP 250(J8K61PA) I3, 15.6"" 4GB",2,910,455,1049
J8K64PA,NB-888793437346,"HP 250(J8K64PA) I3, 15.6"" 500G",22,10560,480,979
V5-571P-33224G50MASS,NB-9322623001129,ACER V5-571P-33224G50MASS,1,650,650,1049
PDW04A-00C001,NB-9334427031912,TOSHIBA M930(PDW04A-00C001),9,6930,770,1049
PSKK3A-001001,NB-9334427040150,TOSHIBA PSKK3A-001001,0,0,0,979
PSKJPA-00E00U,NB-9334427040648,TOSHIBA L50 PSKJPA-00E00U,0,0,0,1049
PSCG7A-02U01V,NB-9334427041515,TOSHIBA PSCG7A-02U01V C50 I3,3,1681.06,560.35,1049
PSCLVA-001001,NB-9334427044349,"TOSHIBA C50-B(PSCLVA-001001),",9,4745.77,527.31,1049
PSCLVA-002001,NB-9334427044356,TOSHIBA C50(PSCLVA-002001) I5,1,630.54,630.54,1049
PSKTBA-002001,NB-9334427044387,TOSHIBA L50(PSKTBA-002001)15.6,4,3288,822,1049
PSCMLA-03F07Q,NB-9334427045124,"TOSHIBA C50(PSCMLA-03F07Q) 15""",8,2320,290,1049
T510(E4S26AA),NB-HP-T510(E4S26AA),HP T510(E4S26AA) 4GB,0,0,0,0
LGS108-AU,NW-4260184663477,LINKSYS LGS108-AU 8P SWITCH,2,119.72,59.86,69
NWE-EW-7438RPN,NW-4710700928370,EDIMAX NWE-EW-7438RPN EXTENDER,12,300,25,15
NWE-ES-1024,NW-4710700928844,EDIMAX NWE-ES-1024 24P SWITCH,0,0,0,5
NWE-EN-9260TX-E,NW-4710700929100,EDIMAX NWE-EN-9260TX-E ADAPTER,0,0,0,20
DS413j,NW-4711174721313,SYNOLOGY DS413J 4-BAY NAS,0,0,0,5
N7510,NW-4712505091662,THECU N7510 7 BAY NAS,0,0,0,5
N8900,NW-4712505093208,"THECUS N8900 NAS 8 BAY 3.5""HOT",0,0,0,15
N5550,NW-4712505093529,THECUS N5550 5 BAY TOWER  NAS,0,0,0,15
N2560,NW-4712505093819,"THECUS N2560 2 BAY NAS,CE5335,",2,221.02,110.51,5
N2310,NW-4712505094007,THECUS N2310 BEST-IN-CLASS NAS,2,105,52.5,69
TS-469 Pro,NW-4712511123388,QNAP TS-469 PRO 4B HOTSWAP NAS,0,0,0,29
TS-469U-RP,NW-4712511123425,QNAP TS-469U-RP 1U 4 BAY NAS,0,0,0,5
TS-269L,NW-4712511123661,QNAP TS-269L 2 BAY HOTSWAP NAS,0,0,0,5
TS-469L,NW-4712511123678,QNAP TS-469L NAS,0,0,0,5
TS-669L,NW-4712511123692,QNAP TS-669L 6 BAY NAS,0,0,0,15
TS-120,NW-4712511123746,QNAP TS-120 1BAY NAS,0,0,0,5
TS-220,NW-4712511123760,QNAP TS-220 2 BAY NAS,0,0,0,5
TS-221,NW-4712511123777,QNAP TS-221 2 BAY NAS,0,0,0,5
TS-420,NW-4712511123784,QNAP TS-420 4 BAY NAS SATA 3G,0,0,0,5
TS-469U-SP,NW-4712511123845,QNAP TS-469U-SP 1U 4BAY NAS,0,0,0,5
TS-470 Pro,NW-4712511124507,QNAP TS-470 PRO 4 BAY NAS I3,0,0,0,15
TS-670 Pro,NW-4712511124514,QNAP TS-670 PRO 6 BAY NAS I3,0,0,0,5
TS-870,NW-4712511124729,QNAP TS-870 8 BAY NAS I3 3.3G,0,0,0,5
TS-212P,NW-4712511124859,QNAP TS-212P 2 BAY NAS SERVER,0,0,0,29
IS-400 Pro,NW-4712511124934,QNAP IS-400 PRO 4 BAY NAS 1.1G,0,0,0,79
TS-EC880U-RP,NW-4712511125177,QNAP TS-EC880U-RP 8 BAY NAS,0,0,0,69
TS-251,NW-4712511125412,QNAP TS-251 2 BAY HOTSWAP NAS,0,0,0,29
TS-453 Pro,NW-4712511125443,QNAP TS-453 PRO 2G 4 BAY NAS,0,0,0,5
HS-251,NW-4712511125672,QNAP HS-251 2 BAY SILENT NAS,0,0,0,69
TS-870 Pro,NW-4712511126068,QNAP TS-870 PRO 16G 8BAY NAS,0,0,0,5
DSL-N55U,NW-4716659010463,ASUS DSL-N55U N600 ADSL+ROUTER,0,0,0,5
EA-N66,NW-4716659074465,ASUS EA-N66 3-IN-1 D-BAND N450,0,0,0,5
RT-AC66U,NW-4716659214342,ASUS RT-AC66U W/L-AC1750 ROUTE,1,204,204,29
RT-AC56U,NW-4716659392545,ASUS RT-AC56U W/L AC1200 ROUTE,5,715,143,5
USB-AC56,NW-4716659407539,ASUS USB-AC56 W/L AC1200 ADAPT,0,0,0,15
RP-N53,NW-4716659446576,ASUS RP-N53 2x2 ETHERNET ADAP,1,70,70,5
USB-N10-NANO,NW-4716659505037,ASUS USB-N10-NANO WIFI ADAPTER,1,9.11,9.11,5
PCE-AC68,NW-4716659557814,ASUS PCE-AC68 DUAL BRAND,2,176,88,15
DSL-N12E,NW-4716659624202,ASUS DSL-N12E W/L ADSL ROUTER,2,60,30,5
RT-AC52U,NW-4716659634195,ASUS RT-AC52U W/L AC750 ROUTER,4,413.6,103.4,15
DSL-AC68U,NW-4716659639787,ASUS DSL-AC68U ADSL2+ ROUTER,0,0,0,5
RT-AC87U,NW-4716659648352,ASUS RT-AC87U W/L AC2400ROUTER,0,0,0,69
DSL-2890AL,NW-4719543043141,DLINK DSL-2890AL W/L ROUTER,0,0,0,5
RT-N56U,NW-4719543332528,ASUS RT-N56U N600 WIFI ROUTER,0,0,0,69
PCE-N15,NW-4719543379783,ASUS PCE-N15 PCI-E W/L ADAPTER,143,2386.5,16.69,29
RT-N66U,NW-4719543394540,ASUS RT-N66U W/L N900 ROUTER,0,0,0,15
MOD-DAP800,NW-4719853551374,DRAYTEK MOD-DAP800 W/L NACCESS,1,113,113,5
GS748T-500AJS,NW-606449036930,NETGR GS748T-500AJS 48P SWITCH,0,0,0,999
FS116P,NW-606449041736,NETGEAR FS116P,0,0,0,269
DM111P(MODEM),NW-606449049121,NETGEAR DM111P(MODEM),4,194,48.5,69
XAVB1004,NW-606449063011,NETGEAR XAVB1004 POWERLINE,0,0,0,5
SRX5308,NW-606449065138,NETGEAR SRX5308 WAN GIGABIT,0,0,0,29
DGN1000,NW-606449066104,NETGEAR DGN1000 ADSL2+ MR,18,567,31.5,89
DGN2200,NW-606449067262,NETGEAR DGN2200,28,1680.01,60,115
WNA3100,NW-606449067774,NETGEAR WNA3100 W/L N300 USB A,0,0,0,29
WNA1100,NW-606449067798,NETGEAR WNA1100,0,0,0,45
WN2000RPT,NW-606449068863,NETGEAR WN2000RPT,1,50.6,50.6,85
GSM7224-200,NW-606449069136,NETGEAR GSM7224-200,0,0,0,705
FVS336G-V2,NW-606449069693,NETGEAR FVS336G-V2,0,0,0,15
GS108T-V2,NW-606449069976,NETGEAR GS108T-V2,0,0,0,15
WN604-100AUS,NW-606449070682,NETGEAR WN604-100AUS,0,0,0,6.5
WNR2200,NW-606449073379,NETGEAR WNR2200 N300 WL ROUTER,0,0,0,71.81
FS728TP-V2,NW-606449073577,NETGR FS728TP-V2 24P SWITCH,0,0,0,55
GS108PE,NW-606449073607,NETGEAR GS108PE 8PORT SWITCH,0,0,0,5
GS108E,NW-606449073638,NETGR GS108E-100AUS 8P SWITCH,0,0,0,15
DGND3700,NW-606449073799,NETGEAR DGND3700-N600 M/ROUTER,0,0,0,15
WNAP320,NW-606449075939,NETGEAR PROSAFE W/L WNAP320,0,0,0,2
UTM9S-100AUS,NW-606449076646,NETGEAR UTM9S-100AUS MODULAR,0,0,0,10
WN3000RP,NW-606449076905,NETGEAR WN3000RP,14,748.35,53.45,9
WNDAP360,NW-606449079197,NETGEAR WNDAP360 W/L ACCESS P,0,0,0,5
GS510TP-100AJS,NW-606449080780,NETGR GS510TP-100AJS 10 SWITCH,0,0,0,15
WN2500RP-100AUS,NW-606449081244,NETGR WN2500RP-100AUS EXTENDER,0,0,0,5
WNDA4100-100WWS,NW-606449082647,NETGR WNDA4100-100WWS N900 ADA,0,0,0,69.3
R6300-100AUS,NW-606449084436,NETGR R6300-100AUS WIFI ROUTER,0,0,0,29
R6200-100AUS,NW-606449084474,NETGR R6200-100AUS 4 P ROUTER,0,0,0,5
WNDR4300-100AUS,NW-606449084511,NETGEAR WNDR4300-100AUS,0,0,0,5
GS728TP-100AJS,NW-606449089820,NETGR GS728TP-100AJS 24 SWITCH,5,1912,382.4,15
GS752TP-100AJS,NW-606449089868,NETGR GS752TP-100AJS 48P SWITC,1,780,780,5
RN10200-100AJS,NW-606449092806,NETGR RN10200-100AJS 2BAY NAS,3,375,125,15
RN10400-100AJS,NW-606449093032,NETGR RN10400-100AJS 4BAY NAS,5,1132.72,226.54,5
RN31400-100AJS,NW-606449093551,NETGR RN31400-100AJS 4BAY NAS,0,0,0,15
RN31600-100AJS,NW-606449093797,NETGR RN31600-100AJS 6 BAY NAS,0,0,0,5
WN203-100AUS,NW-606449096019,NETGEAR WN203-100AUS W/L ACCES,0,0,0,5
GS205-100AUS,NW-606449096354,NETGR GS205-100AUS 5P SWITCH,0,0,0,69
WNAP210-200AUS,NW-606449097641,NETGR WNAP210-200AUS PROSAFE W,0,0,0,5
JFS516-200AUS,NW-606449097948,NETGR JFS516-200AUS 16P SWITCH,0,0,0,15
EDA500-100AJS,NW-606449098044,NETGR EDA500-100AJS 5 BAY CHAS,0,0,0,5
JGS524E-200AJS,NW-606449098938,NETGEAR JGS524E-200AJS,2,230,115,5
JGS524PE-100AJS,NW-606449098976,NETGEAR JGS524PE-100AJS 24P SW,5,1138.33,227.67,5
JGS516PE-100AJS,NW-606449099140,NETGR JGS516PE-100AJS 16P SWIT,4,660,165,5
R7000-100AUS,NW-606449099829,NETGR R7000-100AUS NIGHTHAWK R,0,0,0,29
GS105E-200AUS,NW-606449101508,NETGR GS105E-200AUS 5 P SWITCH,0,0,0,5
GS105PE-100AJS,NW-606449101546,GS105PE-100AJS 5P+2P SWITCH,2,125,62.5,20
GS108E-300AUS,NW-606449103373,GS108E-300AUS 8 PORT SWITCH,3,135,45,77
R8000,NW-606449104332,NETGR R8000-100AUS WIFI ROUTER,1,275,275,15
WNR2020-100AUS,NW-606449106091,NETGR WNR2020-100AUS,4,140,35,5
TG-3468,NW-6935364001049,TPLINK TG-3468 PCIE LAN CARD,5,47.5,9.5,19
TL-SG1008,NW-6935364020019,TPLINK TL-SG1008,0,0,0,85
TL-SG1016,NW-6935364020095,TPLINK TL-SG1016,1,80,80,179
TL-SG1024,NW-6935364020101,TPLINK TL-SG1024,4,405,101.25,15
TL-SG1005D,NW-6935364020255,TP-LINK TL-SG1005D GIGA SWITCH,8,112,14,39
TL-SG1008D,NW-6935364020262,TPLINK TL-SG1008D,13,266.59,20.51,49
TL-SF1048,NW-6935364020286,TP-LINK TL-SF1048 48 P SWITCH,0,0,0,15
TL-SF1016D,NW-6935364020293,TPLINK TL-SF1016D 16PORT,0,0,0,49
TL-SL2218,NW-6935364020354,TPLINK TL-SL2218WEB,0,0,0,135
TL-SL1117,NW-6935364020422,TP-LINK TL-SL1117 16P+1 SWITCH,1,53,53,15
TL-SG1016D,NW-6935364020613,TPLINK TL-SG1016D,3,195,65,125
TL-SG1024D,NW-6935364020620,TPLINK TL-SG1024D,2,172,86,69.3
TL-SG1048,NW-6935364020637,TPLINK-TL-SG1048 48P SWITCH,0,0,0,79
TL-SF1024D,NW-6935364020828,TP-LINK TL-SF1024D 24P SWITCH,0,0,0,79
TL-SG3210,NW-6935364020972,TP-LINK TL-SG3210 8 PSWITCH,0,0,0,15
TL-SG3424P,NW-6935364021047,TP-LINK TL-SG3424P 24P SWITCH,4,1760,440,15
TL-SG2216,NW-6935364021085,TP-LINK TL-SG2216 16P SWITCH,0,0,0,5
TL-SG105,NW-6935364021146,TP-LINK TL-SG105 5 PORT SWITCH,5,105,21,29
TL-SG108,NW-6935364021153,TP-LINK TL-SG108 8 PORT SWITCH,6,183.24,30.54,5
TL-SG1008P,NW-6935364021160,TP-LINK TL-SG1008P 8P SWITCH,3,252,84,15
TL-SG1016DE,NW-6935364021269,TP-LINK TL-SG1016DE 16P SWITCH,0,0,0,5
TL-SG1008PE,NW-6935364021351,TP-LINK TL-SG1008PE 8 P SWITCH,0,0,0,5
TL-SG2424P,NW-6935364021399,TP-LINK TL-SG2424P 24 P SWITCH,1,355,355,15
TL-SF1016DS,NW-6935364021535,TP-LINK TL-SF1016DS 16P SWITCH,0,0,0,5
TL-SF1008P,NW-6935364021665,TP-LINK TL-SF1008P 8P POE SWIT,23,1035.17,45.01,5
TL-SG2210P,NW-6935364022013,TL-SG2210P 8PORT POE SWITCH,3,312,104,15
TL-SM311LM,NW-6935364030209,TPLINK TL-SM311LM,0,0,0,69
TL-SM311LS,NW-6935364030216,TP-LINK TL-SM311LS MINIGBIC MO,0,0,0,29
TL-MC100CM,NW-6935364030391,TP-LINK TL-MC100CM CONVERTER,5,164.55,32.91,15
TL-MC200CM,NW-6935364030438,TP-LINK TL-MC200CM CONVERTER E,2,92,46,5
TL-MC210CS,NW-6935364030445,TP-LINK TL-MC210CS CONVERTER,4,208,52,69
TL-POE10R,NW-6935364030490,TP-LINK TL-POE10R POE ADAPTER,0,0,0,29
TL-POE150S,NW-6935364030506,TP-LINK TL-POE150S INJECTOR AD,13,201.5,15.5,5
TL-POE200,NW-6935364030551,TP-LINK TL-POE200,0,0,0,9
TL-PS110U,NW-6935364031008,TP-LINK TL-PS110U,3,90,30,59
TL-PS110P,NW-6935364031015,TP-LINK TL-PS110P,0,0,0,59
TL-WPS510U,NW-6935364031039,TP-LINK TL-WPS510U W/L PR SVR,0,0,0,15
TL-PS310U,NW-6935364031060,TPLINK TL-PS310U,0,0,0,79
TL-PA211-KIT,NW-6935364031237,TPLINK TL-PA211-KIT,0,0,0,79
TL-PA411-KIT,NW-6935364031886,TPLINK TL-PA411-KIT ADAPTER,3,146.5,48.83,59
TL-R460,NW-6935364040031,TP-LINK TL-R460 1W-4L ROUTER,3,57,19,29
TL-R402M,NW-6935364040093,TPLINK TL-R402M,1,17,17,29
TL-R860,NW-6935364040109,TP-LINK TL-R860 1W+8LAN ROUTER,0,0,0,5
TL-R480T+,NW-6935364040123,TP-LINK TL-R480T+ 2+3 ROUTER,0,0,0,15
TL-R470T,NW-6935364040413,TP-LINK TL-R470T 5 PORT ROUTER,0,0,0,5
TL-ER6120,NW-6935364041137,TP-LINK TL-ER6120 ROUTER,0,0,0,5
TL-R600VPN,NW-6935364041168,TP-LINK TL-R600VPN VPN ROUTER,0,0,0,29
TL-ER6020,NW-6935364041182,TPLINK TL-ER6020 DUAL WAN VPN,0,0,0,5
TL-WN851ND,NW-6935364050337,TPLINK TL-WN851ND N PCI,0,0,0,49
TL-WN821N,NW-6935364050368,TPLINK TL-WN821N N USB,6,76.64,12.77,49
TL-WN721N,NW-6935364050450,TPLINK TL-WN721N,1,8,8,29
TL-WN781N,NW-6935364050511-PROMO,TPLINK TL-WN781ND,31,334.69,10.8,29
TL-WN7200ND,NW-6935364050535,TP-LINK TL-WN7200ND WL ADAPTER,0,0,0,5
TL-WN822N,NW-6935364050542,TPLINK TL-WN822N USB N,1,19,19,39
TL-WN723N,NW-6935364050559,TPLINK TL-WN723N,7,91,13,25
TL-WN751ND,NW-6935364050566,TPLINK TL-WN751ND,0,0,0,15
TL-WN881ND,NW-6935364050573,TPLINK TL-WN881ND,0,0,0,69.3
TL-WDN4800,NW-6935364050603,TP-LINK TL-WDN4800 450M W/L,0,0,0,135
TL-WDN3200,NW-6935364050665,TL-WDN3200 W/L N600 ADAPTER,10,200,20,19
TL-MA180,NW-6935364050672,TP-LINK TL-MA180 3G MODEM,0,0,0,15
TL-WN823N,NW-6935364050696,TP-LINK TL-WN823N MINI W/L AD,4,60,15,5
TL-WDN3800,NW-6935364050771,TP-LINK TL-WDN3800 W/L PCI ADA,0,0,0,69
TL-ARCHERT4U,NW-6935364050863,TP-LINK TL-ARCHERT4U AC1200 AD,0,0,0,69
TL-WR841N,NW-6935364051242,TP-LINK TL-WR841N W/L ROUTER,0,0,0,29
TL-WR941ND,NW-6935364051270,TPLINK TL-WR941ND,0,0,0,89
TL-WA5110G,NW-6935364051327,TPLINK TL-WA5110G,0,0,0,89
TL-WR1043ND,NW-6935364051389,TPLINK TL-WR1043ND,0,0,0,125
TL-WA701ND,NW-6935364051402,TPLINK TL-WA701ND,2,44,22,69
TL-WA801ND,NW-6935364051419,TPLINK TL-WA801ND,0,0,0,65
TL-WA901ND,NW-6935364051426,TPLINK TL-WA901ND,3,120,40,69
TL-WA730RE,NW-6935364051471,TPLINK TL-WA730RE,0,0,0,49
TL-WA5210G,NW-6935364051488,TP-LINK-TL-WA5210G 2.4GHZ W/L,0,0,0,69.3
TL-MR3420,NW-6935364051495,TP-LINK TL-MR3420 300M ROUTER,5,155,31,15
TL-MR3220,NW-6935364051501,TP-LINK TL-MR3220 W/L ROUTER 1,5,115,23,5
TL-WR743ND,NW-6935364051556,TP-LINK TL-WR743ND W/L ROUTER,0,0,0,15
TL-WR842ND,NW-6935364051617,TP-LINK TL-WR842ND W/L ROUTER,0,0,0,29
TL-WA830RE,NW-6935364051686,TP-LINK TL-WA830RE 300MBPS W/L,2,65.71,32.86,85
TL-MR3020,NW-6935364051709,TP-LINK TL-MR3020 3G  N ROUTER,0,0,0,5
TL-WA7510N,NW-6935364051723,TPLINK TL-WA7510N 150M W/L,3,234,78,5
TL-WR702N,NW-6935364051785,TP-LINK TL-WR702N,10,195,19.5,9
TL-MR3040,NW-6935364051853,TP-LINK TL-MR3040 W/L ROUTER,1,42,42,5
TL-WDR4300,NW-6935364051938,TP-LINK TL-WDR4300 GB ROUTER,1,65,65,9
TL-ANT2406A,NW-6935364052027,TPLINK TL-ANT2406A,1,19.5,19.5,29
TL-ANT2409A,NW-6935364052034,TPLINK TL-ANT2409A,0,0,0,49
TL-ANT2414A,NW-6935364052041,TPLINK TL-ANT2414A,0,0,0,109
TL-ANT24SP,NW-6935364052072,TPLINK TL-ANT24SP,0,0,0,39
TL-ANT24EC6N,NW-6935364052096,TPLINK TL-ANT24EC6N,0,0,0,45
TL-ANT24EC12N,NW-6935364052102,TPLINK TL-ANT24EC12N,0,0,0,69
TL-ANT2409B,NW-6935364052119,TPLINK TL-ANT2409B,0,0,0,45
TL-ANT2424B,NW-6935364052171,TPLINK TL-ANT2424B,0,0,0,5
TL-ANT24PT3,NW-6935364052218,TP LINK TL-ANT24PT3 PIGITAIL,0,0,0,29
TL-ANT5823B,NW-6935364052225,TP-LINK TL-ANT5823B OUT ANTT.,0,0,0,15
TD-8817,NW-6935364060107,TPLINK TD-8817,0,0,0,39
TD-8840T,NW-6935364060176,TPLINK TD-8840T,0,0,0,39
TD-W8960N,NW-6935364060343,TP-LINK TD-W8960N,4,140.93,35.23,115
TD-W8950N,NW-6935364060404,TPLINK TD-W8950ND,0,0,0,55
TD-W8968,NW-6935364060732,TPLINK TD-W8968 MODEM ROUTER,26,962.81,37.03,5
TD-VG3631,NW-6935364060763,TP-LINK TD-VG3631 W/L ADSL2+M,10,660,66,5
TD-W8980,NW-6935364060886,TP-LINK TD-W8980 N600  ROUTER,2,154.55,77.28,5
TL-WR843ND,NW-6935364070038,TP-LINK TL-WR843ND W/L ROUTER,0,0,0,5
TL-WA7210N,NW-6935364070472,TP-LINK TL-WA7210N ACCESS POIN,0,0,0,19
TL-WA850RE,NW-6935364070847,TP-LINK TL-WA850RE 300M WIFI,6,190,31.67,5
SD2005,NW-745883558360,CISCO SD2005,0,0,0,10
WRT54GL,NW-745883568307,LINKSYS WRT54GL ROUTER,1,75.45,75.45,99
WAG320N,NW-745883587797,LINKSYS WAG320N,0,0,0,179
EZXS55W,NW-745883588374,LINKSYS EZXS55W 10/100 5PORT,0,0,0,49
E1000-AU,NW-745883590827,CISCO E1000-AU W/L N ROUTER,0,0,0,20
SE2500,NW-745883592890,LINKSYS SE2500-AU,0,0,0,69.3
SE2800,NW-745883592937,LINKSYS SE2800 8 PORT  SWITCH,0,0,0,5
EA2700,NW-745883595457,LINKSYS EA2700 W/L N600 ROUTER,0,0,0,5
WRT1900AC-AU,NW-745883598632,LINKSYS WRT1900AC-AU ROUTER,0,0,0,5
EA6900,NW-745883598694,LINKSYS EA6900 SMART ROUTER,0,0,0,15
DES-1024D,NW-790069246128,DLINK DES-1024D,0,0,0,139
DGS-1008D,NW-790069252754,DLINK DGS-1008D,0,0,0,105
DGE-528T,NW-790069263552,DLINK DGE-528T LAN PCI ADAPTER,0,0,0,5
DGS-1024D,NW-790069269950,DLINK DGS-1024D,0,0,0,319
DWA-160,NW-790069312953,DLINK DWA-160 DUAL BAND ADA,0,0,0,29
DAP-1360,NW-790069323089,DLINK DAP-1360,0,0,0,109
DSL-526B,NW-790069327575,DLINK DSL-526B,1,29,29,65
DGS-1210-10P,NW-790069329432,DLINK DGS-1210-10P,0,0,0,69
DSL-2730B,NW-790069332487,DLINK DSL-2730B,0,0,0,109
DGS-1008P,NW-790069344213,DLINK DGS-1008P 8 PORT SWITCH,0,0,0,5
DGS-1100-24,NW-790069350399,D-LINK DGS-1100-24 GIGA SWITCH,0,0,0,5
DSL-2750B,NW-790069356452,DLINK DSL-2750B W/LN300 ROUTER,0,0,0,5
DHP-310AV,NW-790069362132,DLINK DHP-310AV MINI ADAPTER,0,0,0,5
DGS-1005A,NW-790069363986,DLINK DGS-1005A 5 PORT SWITCH,0,0,0,29
DGS-1008A,NW-790069364051,DLINK DGS-1008A 8 PORT SWITCH,0,0,0,5
DGS-1210-52,NW-790069373169,DLINK DGS-1210-52 48+4P SWITCH,0,0,0,5
DIR-505,NW-790069375828,DLINK DIR-505 ALL-IN-ONE MOBIL,0,0,0,205
DHP-308AV,NW-790069379130,DLINK DHP-308AV MINI ADAPTER,0,0,0,29
DHP-309AV,NW-790069379192,DLINK DHP-309AV POWERLINE AV+,0,0,0,29
DGS-1016A,NW-790069379512,DLINK DGS-1016A 16PORT SWITCH,0,0,0,69
DGS-1024A,NW-790069379697,D-LINK DGS-1024A 24P SWITCH,0,0,0,35
DNS-320L,NW-790069380907,D-LINK DNS-320L 2 BAY NAS,0,0,0,49
DSL-2870B,NW-790069381270,DLINK DSL-2870B W/L N750 ROUTE,0,0,0,5
DHP-W310AV,NW-790069384356,DLINK DHP-W310AV POWERLINE AV+,0,0,0,15
DWA-182,NW-790069384486,DLINK DWA-182 W/L AC1200 USB A,0,0,0,89
DAP-1320,NW-790069385292,DLINK DAP-1320 W/L N300 EXT.,0,0,0,15
DGS-1100-08P,NW-790069387319,DLINK DGS-1100-08P SWITCH,0,0,0,29
DIR-868L,NW-790069390463,DLINK DIR-868L AC1750 ROUTER,0,0,0,5
DWR-116,NW-790069393556,DLINK DWR-116 W/L N300 ROUTER,0,0,0,15
